41
# x y z
0	0	0
5	0	0
10	0	0
15	0	0
20	0	0
25	0	0
30	0	0
35	0	0
40	0	0
45	0	0
50	0	0
55	0	0
60	0	0
65	0	0
70	0	0
75	0	0
80	0	0
85	0	0
90	0	0
95	0	0
100	0	0
105	0	0
110	0	0
115	0	0
120	0	0
125	0	0
130	0	0
135	0	0
140	0	0
145	0	0
150	0	0
155	0	0
160	0	0
165	0	0
170	0	0
175	0	0
180	0	0
185	0	0
190	0	0
195	0	0
200	0	0
348
# a b m n err i ip ip1 ip2 ip3 ip4 ip5 ip6 ip7 ip8 iperr k r rhoa u valid 
3	4	2	1	3.00017058764153e-02	0.00000000000000e+00	1.64984000000000e+01	1.64984000000000e+01	1.44561000000000e+01	1.36111000000000e+01	1.27234000000000e+01	1.18093000000000e+01	1.06373000000000e+01	9.56546000000000e+00	8.40531000000000e+00	0.00000000000000e+00	9.42477796076938e+01	6.21987000000000e+00	5.86208936948506e+02	0.00000000000000e+00	1
4	5	3	2	3.00012296200047e-02	0.00000000000000e+00	2.01821000000000e+01	2.01821000000000e+01	1.76787000000000e+01	1.66393000000000e+01	1.55388000000000e+01	1.44111000000000e+01	1.29743000000000e+01	1.16564000000000e+01	1.02242000000000e+01	0.00000000000000e+00	9.42477796076938e+01	8.62895000000000e+00	8.13259377845809e+02	0.00000000000000e+00	1
5	6	4	3	3.00011622536219e-02	0.00000000000000e+00	1.97033000000000e+01	1.97033000000000e+01	1.73979000000000e+01	1.64320000000000e+01	1.54078000000000e+01	1.43616000000000e+01	1.30285000000000e+01	1.18044000000000e+01	1.04720000000000e+01	0.00000000000000e+00	9.42477796076938e+01	9.12910000000000e+00	8.60397404816597e+02	0.00000000000000e+00	1
6	7	5	4	3.00022045880477e-02	0.00000000000000e+00	1.58611000000000e+01	1.58611000000000e+01	1.38229000000000e+01	1.29634000000000e+01	1.20634000000000e+01	1.11597000000000e+01	1.00226000000000e+01	8.98491000000000e+00	7.87076000000000e+00	0.00000000000000e+00	9.42477796076938e+01	4.81284000000000e+00	4.53599483607093e+02	0.00000000000000e+00	1
7	8	6	5	3.00016781618829e-02	0.00000000000000e+00	1.60064000000000e+01	1.60064000000000e+01	1.41448000000000e+01	1.33595000000000e+01	1.25328000000000e+01	1.16920000000000e+01	1.06117000000000e+01	9.61980000000000e+00	8.54604000000000e+00	0.00000000000000e+00	9.42477796076938e+01	6.32259000000000e+00	5.95890068869809e+02	0.00000000000000e+00	1
8	9	7	6	3.00011800964223e-02	0.00000000000000e+00	1.63235000000000e+01	1.63235000000000e+01	1.43036000000000e+01	1.34210000000000e+01	1.25022000000000e+01	1.16006000000000e+01	1.04637000000000e+01	9.43380000000000e+00	8.32046000000000e+00	0.00000000000000e+00	9.42477796076938e+01	8.99107000000000e+00	8.47388383797348e+02	0.00000000000000e+00	1
9	10	8	7	3.00050356325381e-02	0.00000000000000e+00	1.07098000000000e+01	1.07098000000000e+01	9.22544000000000e+00	8.61444000000000e+00	7.96498000000000e+00	7.31015000000000e+00	6.51364000000000e+00	5.76794000000000e+00	5.01565000000000e+00	0.00000000000000e+00	9.42477796076938e+01	2.10705000000000e+00	1.98584784022391e+02	0.00000000000000e+00	1
10	11	9	8	3.00049572408226e-02	0.00000000000000e+00	9.32581000000000e+00	9.32581000000000e+00	8.26415000000000e+00	7.87227000000000e+00	7.42726000000000e+00	6.95812000000000e+00	6.34380000000000e+00	5.76923000000000e+00	5.15721000000000e+00	0.00000000000000e+00	9.42477796076938e+01	2.14037000000000e+00	2.01725120038920e+02	0.00000000000000e+00	1
11	12	10	9	3.00007469695899e-02	0.00000000000000e+00	2.47165000000000e+01	2.47165000000000e+01	2.19772000000000e+01	2.08037000000000e+01	1.95738000000000e+01	1.83241000000000e+01	1.67331000000000e+01	1.52724000000000e+01	1.36891000000000e+01	0.00000000000000e+00	9.42477796076938e+01	1.42045000000000e+01	1.33874258543749e+03	0.00000000000000e+00	1
12	13	11	10	3.00006469358108e-02	0.00000000000000e+00	2.59104000000000e+01	2.59104000000000e+01	2.29070000000000e+01	2.16278000000000e+01	2.02872000000000e+01	1.89232000000000e+01	1.71883000000000e+01	1.55971000000000e+01	1.38784000000000e+01	0.00000000000000e+00	9.42477796076938e+01	1.64009000000000e+01	1.54574840856783e+03	0.00000000000000e+00	1
13	14	12	11	3.00009696794527e-02	0.00000000000000e+00	2.36984000000000e+01	2.36984000000000e+01	2.09601000000000e+01	1.97964000000000e+01	1.85717000000000e+01	1.73207000000000e+01	1.57201000000000e+01	1.42505000000000e+01	1.26514000000000e+01	0.00000000000000e+00	9.42477796076938e+01	1.09421000000000e+01	1.03126862924535e+03	0.00000000000000e+00	1
